tic,time_idx,horizon,actual_scaled,p50_scaled,actual,p10,p50,p90
ADAUSDT,2691,4,-1.2646094436353603,-1.1008867025375366,0.3347,0.33275116257496457,0.34643068549454425,0.36338319142419595
ADAUSDT,2692,5,-1.4588393933077681,-1.424394130706787,0.3208,0.3076436363797807,0.32319561418448634,0.3408854461995482
ADAUSDT,2693,6,-1.8625456025121034,-1.5250754356384277,0.2936,0.30097084693211107,0.3163237434642157,0.3331198026860709
ADAUSDT,2694,7,-1.9810664888439837,-1.892392873764038,0.2858,0.27546656220031346,0.29160514424084066,0.30849582537632336
ADAUSDT,2689,1,-0.9177711274388192,-1.0326309204101562,0.3608,0.33974118959964694,0.3519999518046355,0.3670550297622581
ADAUSDT,2690,2,-0.946471726666918,-1.045199990272522,0.3583,0.33872652408073234,0.3510281856835539,0.36620604553068015
ADAUSDT,2691,3,-1.2646094436353603,-1.18402099609375,0.3347,0.32740589974764805,0.3404741381940299,0.3564691205675133
ADAUSDT,2692,4,-1.4588393933077681,-1.4702224731445312,0.3208,0.30547062080267945,0.3200083245862868,0.33641603106517637
ADAUSDT,2693,5,-1.8625456025121034,-1.5938444137573242,0.2936,0.2971433529241518,0.3116931456500539,0.3273431223607448
ADAUSDT,2694,6,-1.9810664888439837,-1.9507908821105957,0.2858,0.2725817063946596,0.2877820356247778,0.3038847573407123
ADAUSDT,2695,7,-1.7390444934094875,-2.061286687850952,0.2991,0.263098370892187,0.27808221804366406,0.29515779508019185
ADAUSDT,2690,1,-0.946471726666918,-0.9959312677383423,0.3583,0.34225915378690164,0.35465706548750014,0.36985329380794785
ADAUSDT,2691,2,-1.2646094436353603,-1.0897449254989624,0.3347,0.3345334093996127,0.3472289904912323,0.3628605145008102
ADAUSDT,2692,3,-1.4588393933077681,-1.4016022682189941,0.3208,0.3102989538167391,0.32478075260247774,0.34135692853957467
ADAUSDT,2693,4,-1.8625456025121034,-1.5054619312286377,0.2936,0.30319413205677814,0.31764442981338614,0.333591920161989
ADAUSDT,2694,5,-1.9810664888439837,-1.8864890336990356,0.2858,0.27628620669447446,0.291991647521679,0.30845973092556356
ADAUSDT,2695,6,-1.7390444934094875,-2.0623695850372314,0.2991,0.26237804027681205,0.27801158763791667,0.295611877678833
ADAUSDT,2696,7,-1.813305351490254,-1.8966706991195679,0.2917,0.27024526901791895,0.2862583349093476,0.3048566459140214
ADAUSDT,2691,1,-1.2646094436353603,-1.057070255279541,0.3347,0.3365826404918555,0.3495701208523039,0.36536849081118106
ADAUSDT,2692,2,-1.4588393933077681,-1.33253812789917,0.3208,0.31528176967601423,0.32958405563158033,0.3460560159638708
ADAUSDT,2693,3,-1.8625456025121034,-1.4501402378082275,0.2936,0.30693075211980975,0.3213695471502379,0.33749528560599257
ADAUSDT,2694,4,-1.9810664888439837,-1.8071863651275635,0.2858,0.28133496579525535,0.29718330943064625,0.31381278380571176
ADAUSDT,2695,5,-1.7390444934094875,-2.063856840133667,0.2991,0.2618200725118134,0.27791458357119436,0.2958747356848991
ADAUSDT,2696,6,-1.813305351490254,-1.879647970199585,0.2917,0.2710324640354106,0.28736949191097616,0.30629446503690155
ADAUSDT,2697,7,-1.8636439388222328,-1.8552050590515137,0.2864,0.2698264364054513,0.2869472081296836,0.306305937747018
ADAUSDT,2692,1,-1.4588393933077681,-1.1792458295822144,0.3208,0.3262219623888511,0.34024529542163934,0.356490821029135
ADAUSDT,2693,2,-1.8625456025121034,-1.4212145805358887,0.2936,0.30918559950500646,0.32331727254913667,0.3388784703683073
ADAUSDT,2694,3,-1.9810664888439837,-1.7900221347808838,0.2858,0.28253927958194586,0.2983069901653908,0.3146759757669516
ADAUSDT,2695,4,-1.7390444934094875,-1.9835498332977295,0.2991,0.26717076893665037,0.28315249216404415,0.30068743897181416
ADAUSDT,2696,5,-1.813305351490254,-1.8363900184631348,0.2917,0.27417956332838345,0.2901931505719351,0.30846721946297306
