tic,time_idx,actual_scaled,p50_scaled,actual,p10,p50,p90
BTCUSDT,339,-1.5892716493170531,-0.23240333795547485,107519.19461999215,105470.30148344608,113150.87764629768,124723.14452696577
BTCUSDT,340,-1.6626127175657506,-0.0017751455307006836,107214.79245676906,107503.97765131092,114108.10014592463,124448.04089144545
BTCUSDT,341,-1.198500279756185,0.012517154216766357,109141.09150614889,107491.74376422918,114167.42034761312,124628.16293530879
BTCUSDT,342,-1.5390454313264157,-0.0017752349376678467,107727.65857848017,107503.97963042394,114108.09977484094,124448.03792277593
BTCUSDT,337,-3.3665123491082487,-0.22490087151527405,99618.07482118258,105076.02110035972,112975.48090561302,124775.67446682822
BTCUSDT,338,-2.9618484313398774,-0.23267802596092224,101338.61229562869,105082.80985400127,112942.41424194287,124787.36649079442
BTCUSDT,339,-1.5892716493170531,-0.2324024736881256,107174.4916175322,105075.61562007653,112943.58582653615,124798.21815687369
BTCUSDT,340,-1.6626127175657506,-0.001775205135345459,106862.6623419356,107158.90438353323,113924.15968239777,124516.38807233167
BTCUSDT,341,-1.198500279756185,0.01251712441444397,108835.96118708978,107146.37200168008,113984.92736517798,124700.90086150318
BTCUSDT,342,-1.5390454313264157,-0.001775205135345459,107388.04189087794,107158.90641093465,113924.15968239777,124516.38199012743
BTCUSDT,343,-1.2762304144149967,0.00708162784576416,108505.47061527958,107152.87235747022,113961.81688972416,124640.87964258183
BTCUSDT,338,-2.9618484313398774,-0.23262399435043335,96701.16416374016,101286.43265456035,110912.76958718171,125419.04662511378
BTCUSDT,339,-1.5892716493170531,-0.23240551352500916,103848.4399154562,101277.95450452363,110913.90725957004,125432.46218951512
BTCUSDT,340,-1.6626127175657506,-0.0017760992050170898,103466.5386290842,103829.35623886496,112114.8397262933,125087.28639669629
BTCUSDT,341,-1.198500279756185,0.012517005205154419,105883.26286358386,103814.00270518445,112189.26671639364,125313.25783571869
BTCUSDT,342,-1.5390454313264157,-0.001775115728378296,104109.97765574629,103829.35127289627,112114.8448474485,125087.27522326676
BTCUSDT,343,-1.2762304144149967,0.00708162784576416,105478.50685000348,103821.96191149364,112160.96364343553,125239.74784277326
